Geneid	gene_name	AS-520233-LR-53525Aligned.sortedByCoord.out.bam	AS-520225-LR-53523Aligned.sortedByCoord.out.bam	AS-520224-LR-53523Aligned.sortedByCoord.out.bam	AS-520228-LR-53524Aligned.sortedByCoord.out.bam	AS-520218-LR-52931Aligned.sortedByCoord.out.bam	AS-520229-LR-53524Aligned.sortedByCoord.out.bam	AS-520226-LR-53524Aligned.sortedByCoord.out.bam	AS-520220-LR-52931Aligned.sortedByCoord.out.bam	AS-520230-LR-53525Aligned.sortedByCoord.out.bam	AS-520222-LR-53523Aligned.sortedByCoord.out.bam	AS-520223-LR-53523Aligned.sortedByCoord.out.bam	AS-520221-LR-52931Aligned.sortedByCoord.out.bam	AS-520232-LR-53525Aligned.sortedByCoord.out.bam	AS-520219-LR-52931Aligned.sortedByCoord.out.bam	AS-520227-LR-53524Aligned.sortedByCoord.out.bam	AS-520231-LR-53525Aligned.sortedByCoord.out.bam
ENSG00000101246	ARFRP1	1661	1845	1966	5038	2002	1894	1932	7233	5226	4810	9333	3109	2300	2080	2216	9496
ENSG00000197114	ZGPAT	115	147	189	274	148	180	158	270	294	318	345	343	208	209	166	344
ENSG00000273154	AL121845.3	6	2	2	4	3	14	4	8	11	7	8	27	2	4	6	7
ENSG00000274501	AL121845.4	0	0	1	1	0	0	0	2	0	1	1	0	0	0	0	0
ENSG00000203896	LIME1	15	21	16	49	10	59	17	47	63	67	64	97	17	44	43	71
ENSG00000273047	AL121845.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125520	SLC2A4RG	6964	8026	8870	11507	7377	6870	7296	15773	16947	16121	23525	11880	10111	8063	7449	23612
ENSG00000130584	ZBTB46	92	106	142	167	118	113	107	256	217	199	269	184	162	200	194	293
ENSG00000229299	AL121845.1	0	1	2	1	0	0	0	0	1	0	0	2	2	0	0	1
ENSG00000231208	ZBTB46-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279610	C20orf181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268858	AL118506.1	724	869	1046	1097	1145	950	1189	1379	2652	2512	4086	1770	1228	1003	974	4019
ENSG00000183260	ABHD16B	1	0	3	1	2	0	0	0	0	2	3	0	0	2	1	2
ENSG00000101150	TPD52L2	11689	12480	16086	17892	14669	11666	14016	27115	25851	23915	36743	17603	17591	10135	11205	37023
ENSG00000101152	DNAJC5	7945	9156	15064	11152	12878	10463	12782	17245	25842	23822	28481	16636	16080	13611	15200	29337
ENSG00000199805	RNU1-134P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000283206	MIR941-1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
ENSG00000216141	MIR941-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283513	MIR941-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216195	MIR941-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275842	MIR941-5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000198276	UCKL1	1366	1392	1574	1924	1495	1670	1492	2731	3060	2904	4726	2658	1643	1469	1483	4854
ENSG00000284433	MIR1914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207554	MIR647	1	0	0	0	1	1	0	2	3	1	2	3	2	0	2	4
ENSG00000280213	UCKL1-AS1	16	14	14	7	11	20	15	12	29	45	21	26	15	41	34	30
ENSG00000196700	ZNF512B	1983	2134	3919	2851	4286	4400	4216	4228	7974	7669	9287	7394	4361	4032	4118	9504
ENSG00000130590	SAMD10	910	1069	1339	1289	1647	1468	1688	1869	2881	2412	3000	2317	1420	1379	1350	3036
ENSG00000101161	PRPF6	10363	11313	13431	18245	14015	10697	13814	28147	24572	22590	39167	16602	15076	9530	10598	40064
ENSG00000196421	C20orf204	8	9	10	60	24	14	12	63	51	42	76	27	8	31	17	82
ENSG00000203883	SOX18	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	2
ENSG00000171703	TCEA2	640	735	859	1948	1009	871	1034	2603	2459	2390	5004	1419	928	756	698	5012
ENSG00000237371	AL355803.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000171700	RGS19	678	795	949	451	726	595	616	690	1312	1163	1549	930	972	883	772	1607
ENSG00000274034	MIR6813	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000125510	OPRL1	11	5	16	90	34	11	24	154	128	119	410	38	8	23	27	405
ENSG00000171695	LKAAEAR1	0	1	1	1	0	0	0	0	1	1	1	3	1	0	0	1
ENSG00000286999	AL121581.2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	1
ENSG00000196132	MYT1	2	0	2	1	1	0	2	3	1	0	4	3	0	0	1	1
ENSG00000125522	NPBWR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203880	PCMTD2	313	344	731	1888	989	1337	968	2564	2747	2719	4843	1778	764	827	957	5026
ENSG00000278171	AL137028.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232852	CICP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149656	LINC00266-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274727	AL137028.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282458	WASH5P	1	2	5	10	6	4	4	5	2	3	7	4	3	1	0	3
ENSG00000282542	AC008993.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282798	AC008993.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282807	AC008993.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283801	MIR1302-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282591	FAM138F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282137	OR4G3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267310	OR4G1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176695	OR4F17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267792	WBP1LP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266971	OR4F8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282535	AC092192.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281379	SEPTIN14P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282059	CICP19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282416	AC092299.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282051	AC010507.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282508	LINC01002	10	8	9	14	23	14	13	15	30	26	39	25	8	33	29	39
ENSG00000282339	AC010507.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222329	RNU6-1076P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282393	AC016588.2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1
ENSG00000141934	PLPP2	5436	6020	6974	8314	7833	6282	7491	12035	13113	12196	20055	10303	7710	5259	5609	20555
ENSG00000105556	MIER2	885	927	1014	1467	1109	872	1036	1902	2441	2231	3089	1426	1147	1466	1369	3107
ENSG00000267124	AC016588.1	1	0	3	0	3	1	0	0	1	0	1	0	2	2	0	0
ENSG00000105549	THEG	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000286667	AC010641.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267443	AC010641.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183186	C2CD4C	14	7	16	21	12	6	8	16	10	13	17	7	13	7	11	31
ENSG00000129946	SHC2	18	39	62	104	62	43	49	185	168	173	381	72	51	51	22	364
ENSG00000252539	RNA5SP462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181781	ODF3L2	0	0	0	0	1	0	3	1	1	2	2	2	0	1	1	1
ENSG00000099866	MADCAM1	3	5	1	6	2	1	3	18	9	16	13	7	2	1	1	10
ENSG00000266933	AC005775.1	1	0	3	2	1	2	3	0	0	1	4	1	1	1	2	8
ENSG00000141933	TPGS1	71	109	92	178	115	119	152	115	189	250	366	264	84	90	47	354
ENSG00000099804	CDC34	1568	1592	1792	2780	1679	1302	1616	3664	3167	3053	4602	2254	1975	1865	1619	4824
ENSG00000197540	GZMM	0	0	0	1	1	0	1	2	2	1	1	0	0	0	1	1
ENSG00000267751	AC009005.1	126	118	150	148	163	155	144	215	342	258	389	218	155	141	160	387
ENSG00000172270	BSG	23091	25220	30023	35274	28873	22855	29167	50804	49835	46718	75892	36265	33366	19930	20203	78171
ENSG00000099822	HCN2	25	36	40	187	42	25	50	258	122	81	267	50	36	43	46	268
ENSG00000267036	AC005559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099821	POLRMT	2250	2650	2760	1885	2476	2259	2291	2399	4422	4341	5598	3671	3130	2544	2143	5770
ENSG00000261204	AC004449.1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	3	0
ENSG00000070388	FGF22	6	2	0	5	2	13	5	5	4	3	7	9	5	3	4	1
ENSG00000070423	RNF126	1173	1497	1773	1117	1236	1114	1152	1234	3000	3080	3211	1940	1872	1537	1218	3171
ENSG00000267666	AC004156.1	1	2	3	39	5	7	11	53	45	48	158	10	4	5	6	137
ENSG00000070404	FSTL3	796	915	1016	1572	1141	618	1081	2196	1814	1588	3682	1081	1089	1570	1510	3556
ENSG00000185198	PRSS57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213726	RPS2P52	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2
ENSG00000099864	PALM	13	11	13	114	26	20	36	135	76	60	179	19	18	24	30	207
ENSG00000099812	MISP	11013	12206	13952	22979	14982	9746	14761	33797	27442	25462	51252	16121	15996	11687	11269	52560
ENSG00000272473	AC006273.1	0	2	6	15	3	0	4	14	5	4	13	3	1	1	0	6
ENSG00000267530	LINC01836	17	23	19	12	16	35	19	22	37	37	40	45	24	25	15	36
ENSG00000011304	PTBP1	19588	21539	28161	24880	22884	21214	22602	35017	39826	37899	50333	34087	29790	23691	24147	50326
ENSG00000284361	MIR4745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129951	PLPPR3	1	4	10	7	9	5	7	13	11	19	19	4	8	3	3	22
ENSG00000263414	MIR3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172232	AZU1	0	0	0	1	0	1	0	0	0	0	0	0	3	0	1	1
ENSG00000196415	PRTN3	0	0	1	9	1	1	1	4	0	2	5	0	0	0	0	5
ENSG00000197561	ELANE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197766	CFD	91	132	116	246	84	86	83	229	176	220	318	170	105	65	53	277
ENSG00000175221	MED16	1592	1850	1842	2712	2053	1424	2026	3619	3826	3672	6013	2489	1996	1568	1452	6277
ENSG00000207507	RNU6-9	1	0	3	1	1	0	0	1	1	2	1	1	0	10	3	3
ENSG00000198858	R3HDM4	2130	2445	2781	6036	2859	2114	2795	8305	6573	6123	11555	3355	3020	3098	2929	11639
ENSG00000116014	KISS1R	1	1	7	14	8	2	2	8	7	6	16	2	1	5	3	14
ENSG00000116017	ARID3A	28	36	65	212	45	16	21	251	99	100	179	38	56	76	52	177
ENSG00000267159	AC005379.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275162	AC005391.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065268	WDR18	2648	3224	3241	2160	2774	2305	2639	2489	5177	4910	7505	4134	3347	1791	1473	7507
ENSG00000266990	AC004528.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000116032	GRIN3B	0	0	0	10	1	1	2	7	5	5	18	1	1	2	1	10
ENSG00000182087	TMEM259	2858	3366	3793	4199	4468	4229	4434	5524	7957	7791	10870	7350	4066	3641	3355	10811
ENSG00000274177	AC004528.2	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0
ENSG00000207357	RNU6-2	0	0	4	4	1	1	1	2	4	5	2	1	4	11	17	9
ENSG00000064666	CNN2	8840	9993	12664	16082	11372	9170	11373	24911	22141	19976	34414	14100	13733	12426	13615	35407
ENSG00000279753	AC011558.1	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	1
ENSG00000064687	ABCA7	433	501	588	463	678	723	770	676	1034	971	1291	1181	682	542	521	1237
ENSG00000180448	ARHGAP45	807	840	1087	955	1478	809	1331	1225	1575	1566	2382	1426	1254	1059	970	2275
ENSG00000099817	POLR2E	8432	8922	10754	9794	8979	7210	8617	13951	14679	13389	21593	11936	11676	6413	6226	22250
ENSG00000167468	GPX4	10530	12083	12786	21552	12073	9623	11654	30949	23303	21970	43401	15388	14196	9378	9128	44650
ENSG00000064932	SBNO2	1723	1933	2424	5246	2257	2456	2208	6816	5913	5594	9047	4190	2645	3506	3138	9017
ENSG00000118046	STK11	1902	2236	2785	1859	2509	2373	2452	2356	4521	4484	5934	4000	2994	2378	2287	5785
ENSG00000267736	HMGB2P1	3	2	4	3	2	2	3	1	6	5	2	1	5	4	9	12
ENSG00000099625	CBARP	119	118	107	263	89	120	70	244	279	364	436	230	133	163	147	415
ENSG00000267778	AC004221.1	3	5	4	12	1	2	0	5	8	5	8	10	2	2	1	11
ENSG00000099624	ATP5F1D	2929	3444	3519	4362	3281	2627	3376	5148	7452	7426	11130	4466	3864	3026	2505	10836
ENSG00000167470	MIDN	2284	2669	3729	6817	3591	3817	3467	8626	9912	9926	12722	6284	3934	6914	6268	12553
ENSG00000099622	CIRBP	1092	1287	1806	3441	2343	2130	2356	4898	4752	4481	6894	2997	1940	1376	1527	6886
ENSG00000267493	CIRBP-AS1	27	25	39	5	78	67	81	10	47	61	62	84	46	47	53	66
ENSG00000228300	FAM174C	1148	1258	1301	1707	1401	1202	1401	2469	2824	2678	4183	1986	1568	1319	1231	4270
ENSG00000099617	EFNA2	72	90	122	126	146	106	129	144	221	203	247	172	127	192	180	275
ENSG00000240846	RPS15P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267372	AC005330.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160953	PWWP3A	899	981	1502	509	1371	1467	1374	742	2883	2846	2426	2410	1606	1747	1813	2440
ENSG00000279488	AC004623.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000267755	AC005329.2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
ENSG00000115286	NDUFS7	1333	1544	1583	3314	1587	1643	1594	4021	3527	3519	6493	2938	1729	1165	873	6541
ENSG00000280486	AC005329.3	0	0	1	1	0	1	0	2	1	4	3	1	1	2	1	3
ENSG00000248015	AC005329.1	4	7	7	22	21	11	16	26	31	36	70	30	12	16	21	36
ENSG00000130005	GAMT	390	422	524	725	588	568	518	954	1123	1157	1434	936	528	517	577	1568
ENSG00000071626	DAZAP1	5423	6185	8244	5854	6670	6589	6414	7931	12466	11935	18233	10364	9099	6575	6428	18164
ENSG00000115268	RPS15	4966	5434	5885	9664	6855	5820	6849	13299	12576	11842	21411	9389	6943	4540	4257	21519
ENSG00000268798	AC027307.3	12	16	19	17	18	16	12	21	17	26	35	23	19	14	12	26
ENSG00000115266	APC2	23	14	22	26	38	23	18	36	31	42	60	36	33	22	13	47
ENSG00000267317	AC027307.2	133	141	181	397	316	185	317	570	614	513	1137	319	232	250	248	1117
ENSG00000119559	C19orf25	1030	1176	1407	2373	1345	1177	1373	3395	2748	2603	3538	1902	1447	1118	1059	3868
ENSG00000115257	PCSK4	7	8	13	69	26	21	22	112	81	85	173	47	11	25	18	175
ENSG00000115255	REEP6	1222	1366	1571	1880	1808	1345	1856	2763	2766	2668	4182	2278	1726	1126	1058	4284
ENSG00000185761	ADAMTSL5	125	181	218	619	250	243	235	811	612	609	1228	399	225	252	241	1256
ENSG00000185988	PLK5	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
ENSG00000267092	AC027307.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000181588	MEX3D	644	880	1318	732	942	1372	1004	700	1794	2150	1564	2426	1341	1613	1247	1444
ENSG00000239367	RN7SL477P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000071655	MBD3	1504	1681	2565	2247	3316	2752	3124	2928	5219	5150	6105	4982	2816	3268	2607	6250
ENSG00000279009	AC005943.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000267059	AC005943.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127540	UQCR11	1351	1410	1727	978	1595	1501	1554	1588	2833	2508	3205	2289	1760	1098	1168	3098
ENSG00000071564	TCF3	6262	7166	12218	6709	9608	9101	9042	9103	17699	17105	19689	15382	14011	10074	9172	19435
ENSG00000252933	RNU6-1223P	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000275642	AC005619.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267073	AC005256.1	24	27	33	181	54	65	65	189	150	151	238	108	38	48	43	201
ENSG00000205922	ONECUT3	1091	1281	1773	2247	2095	2563	2040	3215	5764	5418	7680	4177	1961	2391	2385	7668
ENSG00000130270	ATP8B3	360	351	546	300	808	449	745	447	736	711	1111	733	563	532	538	1152
ENSG00000079313	REXO1	842	953	1223	1380	1131	1160	1133	1888	2759	2647	3301	2055	1368	1558	1373	3377
ENSG00000267007	AC012615.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000284216	MIR1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267244	AC012615.6	0	0	1	1	2	1	2	1	4	0	3	1	3	0	1	1
ENSG00000267125	AC012615.3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
ENSG00000129911	KLF16	1883	2077	2424	1952	1777	1454	1654	2423	4547	4650	5052	2559	2794	2454	2258	5187
ENSG00000267141	AC012615.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261526	AC012615.1	10	10	15	14	14	7	6	18	15	18	28	28	19	17	10	27
ENSG00000267232	AC012615.5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000129968	ABHD17A	173	204	247	293	219	274	190	268	360	420	502	490	295	200	140	436
ENSG00000227500	SCAMP4	2805	3033	4018	5683	4201	3751	4052	8190	7332	6808	11888	5887	4408	2845	2779	12256
ENSG00000213638	ADAT3	46	55	63	48	63	68	54	28	113	155	96	136	48	65	32	103
ENSG00000133275	CSNK1G2	2480	2907	3909	2990	3473	3094	3466	3856	6776	6445	7955	5345	3987	3749	3452	8210
ENSG00000180846	CSNK1G2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133243	BTBD2	2866	3277	4020	6109	5473	4205	5296	8251	9577	9089	14475	7268	4256	5132	4621	14493
ENSG00000267283	AC005306.1	5	6	7	6	11	14	13	11	14	14	22	22	3	16	12	10
ENSG00000279653	AC004678.2	0	0	1	1	0	0	0	0	0	1	1	2	2	1	0	0
ENSG00000275468	AC004678.1	7	4	3	2	5	6	1	3	5	8	5	5	3	4	0	11
ENSG00000267180	AC007136.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099875	MKNK2	1721	1937	3127	8126	3236	3105	3264	11422	10363	9690	19602	4990	3507	2441	2481	19917
ENSG00000172081	MOB3A	632	674	851	1791	1501	954	1445	2630	2890	2615	4338	1453	905	1183	1315	4367
ENSG00000099840	IZUMO4	3	6	12	29	12	23	11	35	42	26	60	18	9	14	14	47
ENSG00000065000	AP3D1	5884	6352	10847	5429	8702	8379	8719	7965	14011	12869	17153	13546	11571	7440	7855	17602
ENSG00000104885	DOT1L	1351	1395	3234	2015	2331	2443	2234	2961	5301	4918	5710	4335	3483	3218	2887	5451
ENSG00000267122	AC004490.1	0	0	0	1	0	2	0	2	3	3	5	1	1	1	0	4
ENSG00000104886	PLEKHJ1	1320	1507	1794	1452	1700	1347	1702	2270	2663	2598	3177	2411	1773	1566	1492	3229
ENSG00000221411	MIR1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284129	MIR6789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104897	SF3A2	4828	5225	6140	11120	5869	4622	5493	14828	11670	11044	19432	7573	7216	4511	4057	19606
ENSG00000104899	AMH	8	5	5	18	6	10	8	14	26	29	16	18	7	7	4	23
ENSG00000284272	MIR4321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167476	JSRP1	15	12	8	8	11	8	8	11	23	16	19	10	19	9	7	25
ENSG00000104904	OAZ1	16704	18127	21229	16052	20431	15678	20424	24743	30220	28254	41646	24429	22744	11258	12132	42609
ENSG00000273734	AC005258.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188305	PEAK3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000220008	LINGO3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000288156	AC104530.1	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0
ENSG00000286880	AC005258.2	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0
ENSG00000130332	LSM7	1058	1237	1439	1382	1149	1279	1157	1821	2034	1906	2662	2214	1606	873	723	2541
ENSG00000005206	SPPL2B	281	338	430	722	766	601	722	1061	1460	1437	2124	1111	408	585	505	2104
ENSG00000178297	TMPRSS9	0	1	0	0	0	0	0	0	4	1	0	1	0	2	3	0
ENSG00000099800	TIMM13	2719	2868	3327	1990	3116	2459	3119	2710	4657	4479	5376	3965	3718	2085	1841	5266
ENSG00000176619	LMNB2	8848	9624	18009	7811	10582	13128	10092	10392	21597	20819	20964	21659	20071	11847	11316	21482
ENSG00000283728	MIR7108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267201	LINC01775	2	0	3	4	3	3	2	1	7	5	12	10	1	2	3	8
ENSG00000099860	GADD45B	830	871	657	3853	436	425	444	5579	1427	1328	2700	648	680	1220	1092	2787
ENSG00000252962	RNU6-993P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176533	GNG7	0	5	3	42	7	3	2	42	45	53	127	5	6	7	0	134
ENSG00000105694	ELOCP28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263974	RN7SL121P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267412	AC092068.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000277904	MIR7850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267214	AC092068.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000267749	AC092068.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000276097	AC006538.3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000176490	DIRAS1	4	7	11	16	4	6	6	27	12	2	25	4	8	6	5	24
ENSG00000267001	AC006538.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286460	AC006538.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261342	AC006538.1	15	14	44	26	23	21	25	40	42	39	68	33	35	19	24	80
ENSG00000141873	SLC39A3	755	885	976	583	666	686	708	676	1527	1498	1761	1159	1119	626	657	1715
ENSG00000104969	SGTA	5635	6016	7155	7064	5455	4630	5630	10616	11293	10432	14578	7636	7854	5096	5002	14769
ENSG00000172009	THOP1	3184	3514	3825	1151	3146	2910	3052	1627	5190	4865	4088	5001	4144	3060	2781	4080
ENSG00000172006	ZNF554	50	73	82	199	167	176	155	317	359	341	631	263	87	170	200	556
ENSG00000186300	ZNF555	79	120	70	286	119	142	140	488	354	324	506	167	77	169	214	560
ENSG00000267063	AC006130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287766	AC006130.3	0	0	1	5	0	0	0	17	3	7	13	0	0	0	0	12
ENSG00000172000	ZNF556	0	0	1	3	1	0	0	4	2	3	1	0	0	0	0	0
ENSG00000267398	AC006130.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266938	AC119403.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000171970	ZNF57	173	165	167	172	167	179	139	219	419	329	401	253	177	229	320	457
ENSG00000253392	AC119403.1	4	4	7	15	9	10	6	23	18	10	19	6	5	4	3	25
ENSG00000175691	ZNF77	57	82	110	142	102	132	114	207	273	265	306	221	148	135	186	329
ENSG00000279452	AC006277.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104953	TLE6	53	45	41	39	140	69	149	69	121	113	158	105	63	55	77	155
ENSG00000065717	TLE2	268	318	400	577	504	340	494	762	852	823	1165	569	482	479	464	1163
ENSG00000104964	TLE5	7245	8295	10174	19190	12018	9510	11521	26596	22501	21510	40909	14899	10864	9237	9302	40895
ENSG00000267469	AC005944.1	0	0	1	4	2	1	4	3	9	1	10	4	0	1	4	8
ENSG00000088256	GNA11	2979	3239	4762	3019	4270	3862	4309	3975	7518	7089	8190	6254	5056	4093	3758	8529
ENSG00000267139	AC005262.2	0	0	0	0	0	1	0	4	1	2	6	1	0	0	0	3
ENSG00000267688	KF456478.1	0	0	0	1	0	0	1	1	2	0	2	0	0	0	1	0
ENSG00000266944	AC005262.1	4	4	8	8	9	5	7	17	6	9	11	10	10	5	10	16
ENSG00000060558	GNA15	83	98	118	124	125	77	124	189	119	113	255	116	136	84	112	267
ENSG00000267551	AC005264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125910	S1PR4	3	0	1	3	10	0	11	8	6	5	10	0	2	1	4	12
ENSG00000125912	NCLN	5854	6697	8640	2498	6653	5134	6495	3424	11233	11011	10029	9098	9567	7605	6874	10318
ENSG00000161082	CELF5	3	6	7	5	9	4	15	12	26	15	17	7	7	6	9	33
ENSG00000267448	AC010649.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000141905	NFIC	3304	3250	5685	3256	4080	4060	3772	4584	9479	8990	10638	6848	6598	4890	4655	10869
ENSG00000280103	AC007792.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279599	AC005514.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000095932	SMIM24	245	279	339	2194	1883	594	1748	3350	2017	1710	4474	908	306	459	514	4319
ENSG00000284638	AC005551.1	3	5	6	13	18	9	9	7	12	24	30	4	2	5	5	33
ENSG00000129932	DOHH	576	657	843	1054	607	660	585	1115	1392	1371	1896	1102	1002	657	513	1872
ENSG00000105325	FZR1	1009	1220	1593	1568	1889	1547	1934	2235	2931	2827	3564	2555	1856	1961	1949	3565
ENSG00000252408	AC005787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161091	MFSD12	2630	2953	3547	2010	3413	2388	3229	2672	4684	4642	5861	4037	3995	2361	2305	5644
