Geneid	gene_name
ENSG00000219747	AL133260.1
ENSG00000219928	AL161787.1
ENSG00000220205	VAMP2
ENSG00000220323	H2BC19P
ENSG00000220472	AL139095.2
ENSG00000220785	MTMR9LP
ENSG00000220804	LINC01881
ENSG00000220842	RPL21P16
ENSG00000220848	RPS18P9
ENSG00000220891	AC246793.1
ENSG00000221164	SNORA11F
ENSG00000221817	PPP3CB-AS1
ENSG00000221821	C6orf226
ENSG00000221823	PPP3R1
ENSG00000221829	FANCG
ENSG00000221838	AP4M1
ENSG00000221845	C7orf65
ENSG00000221866	PLXNA4
ENSG00000221869	CEBPD
ENSG00000221883	ARIH2OS
ENSG00000221886	ZBED8
ENSG00000221887	HMSD
ENSG00000221890	NPTXR
ENSG00000221909	FAM200A
ENSG00000221914	PPP2R2A
ENSG00000221916	C19orf73
ENSG00000221923	ZNF880
ENSG00000221926	TRIM16
ENSG00000221944	TIGD1
ENSG00000221949	LINC01465
ENSG00000221955	SLC12A8
ENSG00000221963	APOL6
ENSG00000221968	FADS3
ENSG00000221978	CCNL2
ENSG00000221983	UBA52
ENSG00000221988	PPT2
ENSG00000221990	EXOC3-AS1
ENSG00000221994	ZNF630
ENSG00000221995	TIAF1
ENSG00000222009	BTBD19
ENSG00000222011	FAM185A
ENSG00000222019	URAHP
ENSG00000222020	HDAC4-AS1
ENSG00000222041	CYTOR
ENSG00000222043	AC079305.2
ENSG00000222047	C10orf55
ENSG00000222898	RN7SKP97
ENSG00000223343	AC137630.1
ENSG00000223361	FTH1P10
ENSG00000223393	AL118511.1
ENSG00000223396	RPS10P7
ENSG00000223403	MEG9
ENSG00000223459	TCAF1P1
ENSG00000223478	AL441992.2
ENSG00000223482	NUTM2A-AS1
ENSG00000223496	EXOSC6
ENSG00000223501	VPS52
ENSG00000223508	RPL23AP53
ENSG00000223509	AC135983.3
ENSG00000223529	EEF1A1P8
ENSG00000223546	LINC00630
ENSG00000223572	CKMT1A
ENSG00000223573	TINCR
ENSG00000223658	C1GALT1C1L
ENSG00000223703	AC027612.1
ENSG00000223705	NSUN5P1
ENSG00000223714	LINC02601
ENSG00000223745	CCDC18-AS1
ENSG00000223749	MIR503HG
ENSG00000223764	LINC02593
ENSG00000223768	LINC00205
ENSG00000223773	CD99P1
ENSG00000223776	LGALS8-AS1
ENSG00000223784	LINP1
ENSG00000223797	ENTPD3-AS1
ENSG00000223802	CERS1
ENSG00000223803	RPS20P14
ENSG00000223813	AC007255.1
ENSG00000223820	CFL1P1
ENSG00000223825	DAZAP2P1
ENSG00000223891	OSER1-DT
ENSG00000223940	KRT8P8
ENSG00000223959	AFG3L1P
ENSG00000223960	CHROMR
ENSG00000224023	EDRF1-DT
ENSG00000224032	EPB41L4A-AS1
ENSG00000224034	LINC02561
ENSG00000224043	CCNT2-AS1
ENSG00000224046	AC005076.2
ENSG00000224051	CPTP
ENSG00000224060	ARSLP1
ENSG00000224063	AC007319.1
ENSG00000224078	SNHG14
ENSG00000224080	UBE2FP1
ENSG00000224081	SLC44A3-AS1
ENSG00000224086	PPM1F-AS1
ENSG00000224094	RPS24P8
ENSG00000224114	AL591846.2
ENSG00000224152	AC009506.2
ENSG00000224165	DNAJC27-AS1
ENSG00000224167	LINC01357
ENSG00000224186	C5orf66
ENSG00000224189	HAGLR
ENSG00000224251	AL391427.1
ENSG00000224281	SLC25A5-AS1
ENSG00000224287	MSL3P1
ENSG00000224294	PINCR
ENSG00000224358	TMCO1-AS1
ENSG00000224376	AC017104.1
ENSG00000224383	PRR29
ENSG00000224409	AC114489.2
ENSG00000224411	HSP90AA2P
ENSG00000224415	AC007683.1
ENSG00000224417	AL606970.1
ENSG00000224418	STK24-AS1
ENSG00000224420	ADM5
ENSG00000224424	PRKAR2A-AS1
ENSG00000224470	ATXN1L
ENSG00000224520	KRT8P45
ENSG00000224531	SMIM13
ENSG00000224536	AC096677.1
ENSG00000224546	EIF4BP3
ENSG00000224550	AC114491.1
ENSG00000224577	LINC01117
ENSG00000224578	HNRNPA1P48
ENSG00000224596	ZMIZ1-AS1
ENSG00000224597	SVIL-AS1
ENSG00000224609	AC093425.1
ENSG00000224616	RTCA-AS1
ENSG00000224631	RPS27AP16
ENSG00000224635	AL391095.2
ENSG00000224660	SH3BP5-AS1
ENSG00000224687	RASAL2-AS1
ENSG00000224699	LAMTOR5-AS1
ENSG00000224729	PCOLCE-AS1
ENSG00000224738	AC099850.2
ENSG00000224786	CETN4P
ENSG00000224790	AP000704.2
ENSG00000224805	LINC00853
ENSG00000224817	AC010789.1
ENSG00000224846	NQO2-AS1
ENSG00000224861	YBX1P1
ENSG00000224870	MRPL20-AS1
ENSG00000224877	NDUFAF8
ENSG00000224886	AL132656.1
ENSG00000224892	RPS4XP16
ENSG00000224905	AP001347.1
ENSG00000224914	LINC00863
ENSG00000224934	AL391684.1
ENSG00000224940	PRRT4
ENSG00000224945	AL353150.1
ENSG00000224985	AL590714.1
ENSG00000225022	UBE2D3P1
ENSG00000225031	EIF4BP7
ENSG00000225032	AL162586.1
ENSG00000225062	CATIP-AS1
ENSG00000225067	RPL23AP2
ENSG00000225077	LINC00337
ENSG00000225093	RPL3P7
ENSG00000225131	PSME2P2
ENSG00000225137	DYNC1I2P1
ENSG00000225138	SLC9A3-AS1
ENSG00000225151	GOLGA2P7
ENSG00000225159	NPM1P39
ENSG00000225173	AL662890.1
ENSG00000225177	AL590617.2
ENSG00000225178	RPSAP58
ENSG00000225190	PLEKHM1
ENSG00000225200	AC246787.1
ENSG00000225206	MIR137HG
ENSG00000225210	DUXAP9
ENSG00000225255	PSLNR
ENSG00000225259	ST13P6
ENSG00000225264	ZNRF2P2
ENSG00000225265	TAF1A-AS1
ENSG00000225269	LINC00705
ENSG00000225335	AC016027.1
ENSG00000225339	AL354740.1
ENSG00000225345	SNX18P3
ENSG00000225361	PPP1R26-AS1
ENSG00000225362	CT62
ENSG00000225377	NRSN2-AS1
ENSG00000225405	RPS15AP17
ENSG00000225434	LINC01504
ENSG00000225439	BOLA3-AS1
ENSG00000225465	RFPL1S
ENSG00000225470	JPX
ENSG00000225484	NUTM2B-AS1
ENSG00000225489	AL354707.1
ENSG00000225511	LINC00475
ENSG00000225518	LINC01703
ENSG00000225536	STIP1P3
ENSG00000225573	RPL35P5
ENSG00000225580	AL358942.1
ENSG00000225614	ZNF469
ENSG00000225616	AL138785.2
ENSG00000225630	MTND2P28
ENSG00000225648	SBDSP1
ENSG00000225663	MCRIP1
ENSG00000225674	IPO7P2
ENSG00000225675	LINC01771
ENSG00000225697	SLC26A6
ENSG00000225721	AL592166.1
ENSG00000225733	FGD5-AS1
ENSG00000225746	MEG8
ENSG00000225764	P3H2-AS1
ENSG00000225774	SIRPAP1
ENSG00000225783	MIAT
ENSG00000225791	TRAM2-AS1
ENSG00000225793	AL080250.1
ENSG00000225813	AC009299.1
ENSG00000225828	FAM229A
ENSG00000225830	ERCC6
ENSG00000225855	RUSC1-AS1
ENSG00000225921	NOL7
ENSG00000225953	SATB2-AS1
ENSG00000225969	ABHD11-AS1
ENSG00000225972	MTND1P23
ENSG00000225973	PIGBOS1
ENSG00000225975	LINC01534
ENSG00000226007	BX005266.2
ENSG00000226009	KCNIP2-AS1
ENSG00000226015	CCT8P1
ENSG00000226026	AC092802.2
ENSG00000226038	PPIAP21
ENSG00000226049	TLK2P1
ENSG00000226054	MEMO1P1
ENSG00000226067	LINC00623
ENSG00000226084	AC113935.1
ENSG00000226121	AHCTF1P1
ENSG00000226124	FTCDNL1
ENSG00000226137	BAIAP2-DT
ENSG00000226174	TEX22
ENSG00000226179	LINC00685
ENSG00000226180	AC010536.1
ENSG00000226193	AL049548.1
ENSG00000226200	SGMS1-AS1
ENSG00000226210	WASH8P
ENSG00000226221	RPL26P19
ENSG00000226243	RPL37AP1
ENSG00000226266	AC009961.1
ENSG00000226287	TMEM191A
ENSG00000226312	CFLAR-AS1
ENSG00000226328	NUP50-DT
ENSG00000226332	AL354836.1
ENSG00000226334	AL359182.1
ENSG00000226360	RPL10AP6
ENSG00000226380	AC016831.1
ENSG00000226383	LINC01876
ENSG00000226396	AL031727.1
ENSG00000226403	AL392089.1
ENSG00000226415	TPI1P1
ENSG00000226419	SLC16A1-AS1
ENSG00000226421	SLC25A5P5
ENSG00000226445	BX322234.1
ENSG00000226465	AL390198.1
ENSG00000226471	Z93930.2
ENSG00000226479	TMEM185B
ENSG00000226520	KIRREL1-IT1
ENSG00000226525	RPS7P10
ENSG00000226532	AL022718.1
ENSG00000226549	SCDP1
ENSG00000226562	CYP4F26P
ENSG00000226564	FTH1P20
ENSG00000226608	FTLP3
ENSG00000226644	AL121899.1
ENSG00000226652	PSMD10P2
ENSG00000226659	AC021028.1
ENSG00000226666	HSPA9P1
ENSG00000226674	TEX41
ENSG00000226688	ENTPD1-AS1
ENSG00000226696	LENG8-AS1
ENSG00000226711	FAM66C
ENSG00000226742	HSBP1L1
ENSG00000226752	CUTALP
ENSG00000226754	AL606760.1
ENSG00000226756	AC007365.1
ENSG00000226763	SRRM5
ENSG00000226781	TBCAP1
ENSG00000226823	SUGT1P1
ENSG00000226824	AC006001.2
ENSG00000226833	AC092164.1
ENSG00000226853	AC010894.2
ENSG00000226887	ERVMER34-1
ENSG00000226913	BSN-DT
ENSG00000226944	AL031847.1
ENSG00000226950	DANCR
ENSG00000226953	NCKAP5-AS2
ENSG00000226965	AC073114.1
ENSG00000226970	NEDD8P1
ENSG00000226976	COX6A1P2
ENSG00000227008	AL009174.1
ENSG00000227014	AC007285.1
ENSG00000227028	SLC8A1-AS1
ENSG00000227036	LINC00511
ENSG00000227038	GTF2IP7
ENSG00000227039	ITGB2-AS1
ENSG00000227051	C14orf132
ENSG00000227053	MUC12-AS1
ENSG00000227057	WDR46
ENSG00000227060	LINC00629
ENSG00000227071	FOCAD-AS1
ENSG00000227081	AC005912.1
ENSG00000227097	RPS28P7
ENSG00000227110	LMCD1-AS1
ENSG00000227124	ZNF717
ENSG00000227183	HDGFP1
ENSG00000227210	AC079145.1
ENSG00000227214	HCG15
ENSG00000227234	SPANXB1
ENSG00000227252	AC012063.1
ENSG00000227258	SMIM2-AS1
ENSG00000227268	KLLN
ENSG00000227345	PARG
ENSG00000227347	HNRNPKP2
ENSG00000227354	RBM26-AS1
ENSG00000227359	AC017074.1
ENSG00000227372	TP73-AS1
ENSG00000227376	FTH1P16
ENSG00000227388	AL133410.1
ENSG00000227398	KIF9-AS1
ENSG00000227403	LINC01806
ENSG00000227471	AKR1B15
ENSG00000227477	STK4-AS1
ENSG00000227495	KIF1C-AS1
ENSG00000227496	AC099066.2
ENSG00000227500	SCAMP4
ENSG00000227533	SLC2A1-AS1
ENSG00000227540	AC016394.2
ENSG00000227542	AC092614.1
ENSG00000227615	AP001324.1
ENSG00000227619	AL391056.1
ENSG00000227627	AL080276.2
ENSG00000227640	SOX21-AS1
ENSG00000227671	AL390728.4
ENSG00000227694	RPL23AP74
ENSG00000227799	AC012358.3
ENSG00000227811	INKA2-AS1
ENSG00000227827	AC138969.3
ENSG00000227896	AL731569.1
ENSG00000227906	SNAP25-AS1
ENSG00000227908	AC016596.1
ENSG00000227939	RPL3P2
ENSG00000227946	AC007383.1
ENSG00000227954	TARID
ENSG00000227963	RBM15-AS1
ENSG00000227992	AC108463.1
ENSG00000228002	DHX9P1
ENSG00000228010	AC073343.2
ENSG00000228043	AC114763.1
ENSG00000228063	LYPLAL1-DT
ENSG00000228065	LINC01515
ENSG00000228084	AC118553.1
ENSG00000228106	AL392172.1
ENSG00000228109	MELTF-AS1
ENSG00000228137	AP001469.2
ENSG00000228150	AL357140.2
ENSG00000228157	AC007952.2
ENSG00000228158	TLE1P1
ENSG00000228175	GEMIN8P4
ENSG00000228192	AL512353.1
ENSG00000228203	RNF144A-AS1
ENSG00000228205	AC131235.2
ENSG00000228223	HCG11
ENSG00000228224	NACA4P
ENSG00000228232	GAPDHP1
ENSG00000228251	AC012442.2
ENSG00000228253	MT-ATP8
ENSG00000228274	AL021707.2
ENSG00000228288	PCAT6
ENSG00000228300	FAM174C
ENSG00000228305	AC016734.1
ENSG00000228315	GUSBP11
ENSG00000228327	AL669831.1
ENSG00000228335	AC073063.1
ENSG00000228395	AL356481.1
ENSG00000228409	CCT6P1
ENSG00000228412	LNC-LBCS
ENSG00000228436	AL139260.1
ENSG00000228445	UGT1A2P
ENSG00000228451	SDAD1P1
ENSG00000228462	RPS19P7
ENSG00000228474	OST4
ENSG00000228499	TMSB10P1
ENSG00000228501	RPL15P18
ENSG00000228502	EEF1A1P11
ENSG00000228506	AL513550.1
ENSG00000228519	AC097263.1
ENSG00000228526	MIR34AHG
ENSG00000228544	CCDC183-AS1
ENSG00000228546	AC091390.3
ENSG00000228589	SPCS2P4
ENSG00000228594	FNDC10
ENSG00000228623	ZNF883
ENSG00000228649	SNHG26
ENSG00000228661	AC090587.1
ENSG00000228665	BX679664.1
ENSG00000228672	PROB1
ENSG00000228701	TNKS2-AS1
ENSG00000228709	LINC02575
ENSG00000228716	DHFR
ENSG00000228742	LINC02577
ENSG00000228775	WEE2-AS1
ENSG00000228782	MRPL45P2
ENSG00000228794	LINC01128
ENSG00000228801	AC064807.1
ENSG00000228812	LAMA5-AS1
ENSG00000228818	AL359918.2
ENSG00000228878	SEPTIN7-DT
ENSG00000228887	EEF1DP1
ENSG00000228889	UBAC2-AS1
ENSG00000228929	RPS13P2
ENSG00000228952	LINC02041
ENSG00000228981	AC097658.2
ENSG00000228998	AC091167.1
ENSG00000229043	AC091729.3
ENSG00000229091	HSPA8P8
ENSG00000229097	CALM2P2
ENSG00000229117	RPL41
ENSG00000229119	AC026403.1
ENSG00000229124	VIM-AS1
ENSG00000229132	EIF4A1P10
ENSG00000229161	TCP1P1
ENSG00000229180	AC006001.3
ENSG00000229212	AC044860.1
ENSG00000229214	LINC00242
ENSG00000229261	AL596223.1
ENSG00000229267	SNHG31
ENSG00000229320	KRT8P12
ENSG00000229321	AC008269.1
ENSG00000229334	AC046143.1
ENSG00000229344	MTCO2P12
ENSG00000229349	ACTG1P9
ENSG00000229358	DPY19L1P1
ENSG00000229368	AC090587.2
ENSG00000229388	LINC01715
ENSG00000229404	LINC00858
ENSG00000229419	RALGAPA1P1
ENSG00000229425	AJ009632.2
ENSG00000229539	PANK2-AS1
ENSG00000229589	ACVR2B-AS1
ENSG00000229619	MBNL1-AS1
ENSG00000229638	RPL4P4
ENSG00000229644	NAMPTP1
ENSG00000229656	ITGB1-DT
ENSG00000229659	RPL26P6
ENSG00000229666	MAST4-AS1
ENSG00000229692	SOS1-IT1
ENSG00000229719	MIR194-2HG
ENSG00000229806	RPS15P5
ENSG00000229808	AL391825.1
ENSG00000229809	ZNF688
ENSG00000229833	PET100
ENSG00000229848	AC139149.1
ENSG00000229852	AC019205.1
ENSG00000229891	LINC01315
ENSG00000229921	KIF25-AS1
ENSG00000229932	YWHAZP3
ENSG00000229944	EIF4EP2
ENSG00000229950	TFAP2A-AS1
ENSG00000229951	AC104695.2
ENSG00000229953	AL590666.2
ENSG00000229970	AC007128.1
ENSG00000229980	TOB1-AS1
ENSG00000229991	AKR1B1P1
ENSG00000229994	RPL5P4
ENSG00000230002	ALMS1-IT1
ENSG00000230043	TMSB4XP6
ENSG00000230061	TRPM2-AS
ENSG00000230067	HSPD1P6
ENSG00000230071	RPL4P6
ENSG00000230074	AL162231.2
ENSG00000230076	RPL10P6
ENSG00000230082	PRRT3-AS1
ENSG00000230091	TMEM254-AS1
ENSG00000230109	LINC02643
ENSG00000230124	ACBD6
ENSG00000230148	HOXB-AS1
ENSG00000230176	LINC01433
ENSG00000230185	C9orf147
ENSG00000230202	AL450405.1
ENSG00000230207	RPL4P5
ENSG00000230216	HSPB1P2
ENSG00000230267	HERC2P4
ENSG00000230337	EXOSC10-AS1
ENSG00000230359	TPI1P2
ENSG00000230364	RPL4P3
ENSG00000230383	AC009245.1
ENSG00000230409	TCEA1P2
ENSG00000230424	EMC1-AS1
ENSG00000230426	ERVMER61-1
ENSG00000230438	SERPINB9P1
ENSG00000230445	LRRC37A6P
ENSG00000230453	ANKRD18B
ENSG00000230454	U73166.1
ENSG00000230457	PA2G4P4
ENSG00000230479	AP000695.1
ENSG00000230487	PSMG3-AS1
ENSG00000230506	AL354824.1
ENSG00000230510	PPP5D1
ENSG00000230513	THAP7-AS1
ENSG00000230524	COL6A4P1
ENSG00000230526	AC073370.1
ENSG00000230532	AC091133.1
ENSG00000230551	AC021078.1
ENSG00000230555	AL450326.1
ENSG00000230580	RPL19P5
ENSG00000230581	ACTG1P14
ENSG00000230590	FTX
ENSG00000230615	AL139220.2
ENSG00000230626	AC011005.1
ENSG00000230629	RPS23P8
ENSG00000230650	AC140479.2
ENSG00000230658	KLHL7-DT
ENSG00000230667	SETSIP
ENSG00000230715	AC018638.2
ENSG00000230734	RPL10P3
ENSG00000230773	AC092650.1
ENSG00000230797	YY2
ENSG00000230798	FOXD3-AS1
ENSG00000230844	ZNF674-AS1
ENSG00000230882	AC005077.4
ENSG00000230894	AL133284.1
ENSG00000230896	AL604028.1
ENSG00000230897	RPS18P12
ENSG00000230922	AL079301.1
ENSG00000230979	AC079250.1
ENSG00000230989	HSBP1
ENSG00000231007	CDC20P1
ENSG00000231013	AC013275.1
ENSG00000231043	AC007238.1
ENSG00000231057	AC096637.3
ENSG00000231064	AC234582.1
ENSG00000231066	NPM1P9
ENSG00000231074	HCG18
ENSG00000231105	ECE1-AS1
ENSG00000231107	LINC01508
ENSG00000231113	AL035587.1
ENSG00000231120	BTF3P10
ENSG00000231131	LNCAROD
ENSG00000231167	YBX1P2
ENSG00000231185	SPRY4-AS1
ENSG00000231187	AL356056.2
ENSG00000231203	KRT8P10
ENSG00000231274	SBK3
ENSG00000231298	MANCR
ENSG00000231305	AC112484.1
ENSG00000231312	MAP4K3-DT
ENSG00000231327	LINC01816
ENSG00000231365	WARS2-AS1
ENSG00000231369	Z97353.1
ENSG00000231434	AL365440.1
ENSG00000231483	LINC02678
ENSG00000231500	RPS18
ENSG00000231503	PTMAP4
ENSG00000231527	FAM27C
ENSG00000231563	AL139288.1
ENSG00000231566	LINC02595
ENSG00000231574	LINC02015
ENSG00000231584	FAHD2CP
ENSG00000231587	SNORD62B
ENSG00000231607	DLEU2
ENSG00000231652	AL590428.1
ENSG00000231663	COA6-AS1
ENSG00000231683	AL033397.1
ENSG00000231684	EIF1P3
ENSG00000231721	LINC-PINT
ENSG00000231742	LINC01273
ENSG00000231752	EMBP1
ENSG00000231767	RPS27AP5
ENSG00000231770	TMEM44-AS1
ENSG00000231784	DBIL5P
ENSG00000231789	PIK3CD-AS2
ENSG00000231799	PA2G4P6
ENSG00000231806	PCAT7
ENSG00000231831	MTHFD1P1
ENSG00000231841	FAM192BP
ENSG00000231856	AL162377.1
ENSG00000231889	TRAF3IP2-AS1
ENSG00000231890	DARS-AS1
ENSG00000231903	AC079354.1
ENSG00000231908	IDH1-AS1
ENSG00000231925	TAPBP
ENSG00000231940	RPS7P3
ENSG00000231952	DPY19L1P2
ENSG00000231991	ANXA2P2
ENSG00000231999	LRRC8C-DT
ENSG00000232004	CAP1P2
ENSG00000232006	AC005537.2
ENSG00000232022	FAAHP1
ENSG00000232024	LSM12P1
ENSG00000232040	ZBED9
ENSG00000232065	LINC01063
ENSG00000232070	TMEM253
ENSG00000232093	DCST1-AS1
ENSG00000232098	AC012313.1
ENSG00000232112	TMA7
ENSG00000232119	MCTS1
ENSG00000232133	IMPDH1P10
ENSG00000232150	ST13P4
ENSG00000232160	RAP2C-AS1
ENSG00000232176	AL161909.1
ENSG00000232187	FTH1P7
ENSG00000232188	AL354714.3
ENSG00000232208	AL139415.1
ENSG00000232233	LINC02043
ENSG00000232284	GNG12-AS1
ENSG00000232346	Z74021.1
ENSG00000232368	FTLP2
ENSG00000232386	AC015712.1
ENSG00000232388	SMIM26
ENSG00000232412	AL121601.1
ENSG00000232415	ELN-AS1
ENSG00000232434	AJM1
ENSG00000232442	MHENCR
ENSG00000232445	EMSLR
ENSG00000232448	AL354824.2
ENSG00000232453	LINC02777
ENSG00000232456	AL355994.2
ENSG00000232472	EEF1B2P3
ENSG00000232479	KRT8P52
ENSG00000232480	TGFB2-AS1
ENSG00000232485	AC098820.2
ENSG00000232504	ST3GAL5-AS1
ENSG00000232527	LINC02802
ENSG00000232530	LIF-AS1
ENSG00000232533	AC093673.1
ENSG00000232573	RPL3P4
ENSG00000232586	KIAA1614-AS1
ENSG00000232587	EEF1A1P3
ENSG00000232593	KANTR
ENSG00000232645	LINC01431
ENSG00000232648	AC107214.1
ENSG00000232654	FAM136BP
ENSG00000232671	ZNF687-AS1
ENSG00000232677	LINC00665
ENSG00000232721	AC239800.2
ENSG00000232818	RPS2P32
ENSG00000232838	PET117
ENSG00000232859	LYRM9
ENSG00000232883	AL451081.2
ENSG00000232888	RPS11P5
ENSG00000232931	LINC00342
ENSG00000232936	AL157400.2
ENSG00000232940	HCG25
ENSG00000232956	SNHG15
ENSG00000232973	CYP1B1-AS1
ENSG00000232995	AL592435.1
ENSG00000233006	MIR3936HG
ENSG00000233016	SNHG7
ENSG00000233057	EEF1A1P14
ENSG00000233077	LINC01271
ENSG00000233085	BX322234.2
ENSG00000233101	HOXB-AS3
ENSG00000233111	RAB1C
ENSG00000233155	HMGA1P8
ENSG00000233170	AC138356.2
ENSG00000233175	AC008105.1
ENSG00000233184	AC093157.1
ENSG00000233221	AC133785.1
ENSG00000233223	AC016876.2
ENSG00000233230	AC079807.1
ENSG00000233237	LINC00472
ENSG00000233251	AC007743.1
ENSG00000233270	SNRPEP4
ENSG00000233276	GPX1
ENSG00000233325	MIPEPP3
ENSG00000233328	PFN1P1
ENSG00000233369	GTF2IP4
ENSG00000233380	RPS2P48
ENSG00000233382	NKAPP1
ENSG00000233384	CNIH3-AS2
ENSG00000233396	LINC01719
ENSG00000233426	EIF3FP3
ENSG00000233429	HOTAIRM1
ENSG00000233461	AL445524.1
ENSG00000233476	EEF1A1P6
ENSG00000233483	AC008105.2
ENSG00000233493	TMEM238
ENSG00000233514	AL356653.1
ENSG00000233527	ZNF529-AS1
ENSG00000233532	LINC00460
ENSG00000233554	B4GALT1-AS1
ENSG00000233558	AL050331.1
ENSG00000233559	LINC00513
ENSG00000233588	CYP51A1P2
ENSG00000233593	LINC02609
ENSG00000233608	TWIST2
ENSG00000233611	AC019068.1
ENSG00000233621	LINC01137
ENSG00000233654	AC108047.1
ENSG00000233695	GAS6-AS1
ENSG00000233747	RPL36AP13
ENSG00000233757	AC092835.1
ENSG00000233762	RPS15P4
ENSG00000233766	CAVIN2-AS1
ENSG00000233785	AC131011.2
ENSG00000233818	AP000695.2
ENSG00000233822	H2BC15
ENSG00000233830	EIF4HP1
ENSG00000233868	AC009302.1
ENSG00000233871	DLG5-AS1
ENSG00000233901	LINC01503
ENSG00000233913	RPL10P9
ENSG00000233922	LINC01694
ENSG00000233927	RPS28
ENSG00000233937	AC008443.1
ENSG00000233942	AC004012.1
ENSG00000233954	UQCRHL
ENSG00000233966	UBE2SP1
ENSG00000233994	GDI2P2
ENSG00000234028	EIF2AK3-DT
ENSG00000234036	TXNP6
ENSG00000234062	AL390879.1
ENSG00000234072	AC074117.1
ENSG00000234076	TPRG1-AS1
ENSG00000234127	TRIM26
ENSG00000234129	AC073529.1
ENSG00000234130	AL359263.1
ENSG00000234145	NAP1L4P3
ENSG00000234155	LINC02535
ENSG00000234156	AL359636.2
ENSG00000234160	AL513165.1
ENSG00000234171	RNASEH1-AS1
ENSG00000234176	HSPA8P1
ENSG00000234222	LIX1L-AS1
ENSG00000234233	KCNH1-IT1
ENSG00000234241	AL109618.1
ENSG00000234284	ZNF879
ENSG00000234311	AL451069.3
ENSG00000234327	AC012146.1
ENSG00000234335	RPS4XP11
ENSG00000234337	AC026462.1
ENSG00000234354	RPS26P47
ENSG00000234362	LINC01914
ENSG00000234373	SNX18P7
ENSG00000234380	LINC01426
ENSG00000234390	USP27X-AS1
ENSG00000234397	PPIAP34
ENSG00000234405	Z69733.1
ENSG00000234420	ZNF37BP
ENSG00000234456	MAGI2-AS3
ENSG00000234460	AL772337.3
ENSG00000234494	SP2-AS1
ENSG00000234498	RPL13AP20
ENSG00000234518	PTGES3P1
ENSG00000234545	FAM133B
ENSG00000234546	LNCTAM34A
ENSG00000234585	CCT6P3
ENSG00000234602	MCIDAS
ENSG00000234608	MAPKAPK5-AS1
ENSG00000234616	JRK
ENSG00000234618	RPSAP9
ENSG00000234645	YWHAEP5
ENSG00000234664	HMGN2P5
ENSG00000234678	ELF3-AS1
ENSG00000234684	SDCBP2-AS1
ENSG00000234690	EPCAM-DT
ENSG00000234694	AL139289.1
ENSG00000234705	HMGA1P4
ENSG00000234737	KRT18P15
ENSG00000234740	AL162386.2
ENSG00000234741	GAS5
ENSG00000234745	HLA-B
ENSG00000234753	FOXP4-AS1
ENSG00000234771	SLC25A25-AS1
ENSG00000234779	BNC2-AS1
ENSG00000234782	TPT1P9
ENSG00000234797	RPS3AP6
ENSG00000234814	SVIL2P
ENSG00000234825	XRCC6P2
ENSG00000234851	RPL23AP42
ENSG00000234869	AL021392.1
ENSG00000234911	TEX21P
ENSG00000234912	SNHG20
ENSG00000234925	ATP5PDP4
ENSG00000234936	AC010883.1
ENSG00000234961	AL133415.1
ENSG00000234975	FTH1P2
ENSG00000234997	AC016745.1
ENSG00000235001	EIF4A1P2
ENSG00000235034	C19orf81
ENSG00000235036	AL035456.1
ENSG00000235043	TECRP1
ENSG00000235052	AL021154.1
ENSG00000235065	RPL24P2
ENSG00000235078	AC231981.1
ENSG00000235084	CHCHD2P6
ENSG00000235092	ID2-AS1
ENSG00000235100	AL157400.3
ENSG00000235105	AL356968.2
ENSG00000235106	BRD3OS
ENSG00000235109	ZSCAN31
ENSG00000235142	LINC02532
ENSG00000235162	C12orf75
ENSG00000235169	SMIM1
ENSG00000235173	HGH1
ENSG00000235174	RPL39P3
ENSG00000235194	PPP1R3E
ENSG00000235217	TSPY26P
ENSG00000235244	DANT2
ENSG00000235257	ITGA9-AS1
ENSG00000235269	LINC02331
ENSG00000235275	KRT18P16
ENSG00000235297	FAUP1
ENSG00000235314	LINC00957
ENSG00000235316	DUSP8P5
ENSG00000235363	SNRPGP10
ENSG00000235374	SSR4P1
ENSG00000235376	RPEL1
ENSG00000235381	AL596202.1
ENSG00000235411	DRG1P1
ENSG00000235437	LINC01278
ENSG00000235453	SMIM27
ENSG00000235472	EIF4A1P7
ENSG00000235489	DBF4P1
ENSG00000235499	AC073046.1
ENSG00000235501	AC105942.1
ENSG00000235508	RPS2P7
ENSG00000235529	AGAP1-IT1
ENSG00000235530	AC087294.1
ENSG00000235531	MSC-AS1
ENSG00000235552	RPL6P27
ENSG00000235560	AC002310.1
ENSG00000235587	GAPDHP65
ENSG00000235605	AL355472.1
ENSG00000235609	AF127577.4
ENSG00000235636	NUS1P1
ENSG00000235651	G3BP1P1
ENSG00000235652	AL356599.1
ENSG00000235655	H3P6
ENSG00000235663	SAPCD1-AS1
ENSG00000235674	LDHAP2
ENSG00000235703	LINC00894
ENSG00000235706	DICER1-AS1
ENSG00000235726	AC010148.1
ENSG00000235750	KIAA0040
ENSG00000235776	AC000089.1
ENSG00000235823	OLMALINC
ENSG00000235831	BHLHE40-AS1
ENSG00000235847	LDHAP7
ENSG00000235859	AC006978.1
ENSG00000235863	B3GALT4
ENSG00000235890	TSPEAR-AS1
ENSG00000235899	LINC01564
ENSG00000235903	CPB2-AS1
ENSG00000235904	RBMS3-AS3
ENSG00000235912	AL031729.1
ENSG00000235919	ASH1L-AS1
ENSG00000235920	AC073109.1
ENSG00000235927	NEXN-AS1
ENSG00000235944	ZNF815P
ENSG00000235954	TTC28-AS1
